"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId"
"2025-03-27 01:20:42",1743038442262,"joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app/favicon.ico","GET","",500,"w9v5f-1743038442223-65f21bd00173","Mozilla/5.0 (Windows NT 10.0; rv:135.0) Gecko/20100101 Firefox/135.0","error","production","","MISS","lambda","/src/index.js","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","dpl_7djagCQEB9ot6dWeRbwQ9LN56ziU",6,"iad1",115,1769,"","prj_Z1tCpHe5A27W2dXsFI7ufu1huMC1"
"2025-03-27 01:20:42",1743038442103,"joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app/","GET","",-1,"qm6g2-1743038442012-c105e7f5f151","Mozilla/5.0 (Windows NT 10.0; rv:135.0) Gecko/20100101 Firefox/135.0","error","production","","MISS","lambda","/src/index.js","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","dpl_7djagCQEB9ot6dWeRbwQ9LN56ziU",-1,"iad1",-1,-1,"Error: Failed to lookup view ""error"" in views directory ""/var/task/views""
    at Function.render (/var/task/node_modules/express/lib/application.js:597:17)
    at ServerResponse.render (/var/task/node_modules/express/lib/response.js:1049:7)
    at /var/task/src/index.js:1701:19
    at Layer.handle_error (/var/task/node_modules/express/lib/router/layer.js:71:5)
    at trim_prefix (/var/task/node_modules/express/lib/router/index.js:326:13)
    at /var/task/node_modules/express/lib/router/index.js:286:9
    at Function.process_params (/var/task/node_modules/express/lib/router/index.js:346:12)
    at next (/var/task/node_modules/express/lib/router/index.js:280:10)
    at Layer.handle_error (/var/task/node_modules/express/lib/router/layer.js:67:12)
    at trim_prefix (/var/task/node_modules/express/lib/router/index.js:326:13)","prj_Z1tCpHe5A27W2dXsFI7ufu1huMC1"
"2025-03-27 01:20:42",1743038442082,"joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app/","GET","",-1,"qm6g2-1743038442012-c105e7f5f151","Mozilla/5.0 (Windows NT 10.0; rv:135.0) Gecko/20100101 Firefox/135.0","error","production","","MISS","lambda","/src/index.js","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","dpl_7djagCQEB9ot6dWeRbwQ9LN56ziU",-1,"iad1",-1,-1,"Server error: Error: Failed to lookup view ""index"" in views directory ""/var/task/views""
    at Function.render (/var/task/node_modules/express/lib/application.js:597:17)
    at ServerResponse.render (/var/task/node_modules/express/lib/response.js:1049:7)
    at /var/task/src/index.js:177:7
    at Layer.handle [as handle_request] (/var/task/node_modules/express/lib/router/layer.js:95:5)
    at next (/var/task/node_modules/express/lib/router/route.js:149:13)
    at Route.dispatch (/var/task/node_modules/express/lib/router/route.js:119:3)
    at Layer.handle [as handle_request] (/var/task/node_modules/express/lib/router/layer.js:95:5)
    at /var/task/node_modules/express/lib/router/index.js:284:15
    at Function.process_params (/var/task/node_modules/express/lib/router/index.js:346:12)
    at next (/var/task/node_modules/express/lib/router/index.js:280:10) {
  view: View {
    defaultEngine: 'ejs',
    ext: '.ejs',
    name: 'index',
    root: '/var/task/views',
    engine: [Function (anonymous)],
    path: undefined
  }
}","prj_Z1tCpHe5A27W2dXsFI7ufu1huMC1"
"2025-03-27 01:20:42",1743038442054,"joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app/","GET","",500,"qm6g2-1743038442012-c105e7f5f151","Mozilla/5.0 (Windows NT 10.0; rv:135.0) Gecko/20100101 Firefox/135.0","error","production","","MISS","lambda","/src/index.js","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","dpl_7djagCQEB9ot6dWeRbwQ9LN56ziU",38,"iad1",115,1769,"","prj_Z1tCpHe5A27W2dXsFI7ufu1huMC1"
"2025-03-27 01:20:41",1743038441000,"joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app/","GET","",-1,"qm6g2-1743038440833-b3d3ad171098","Mozilla/5.0 (Windows NT 10.0; rv:135.0) Gecko/20100101 Firefox/135.0","error","production","","MISS","lambda","/src/index.js","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","dpl_7djagCQEB9ot6dWeRbwQ9LN56ziU",-1,"iad1",-1,-1,"Error: Failed to lookup view ""error"" in views directory ""/var/task/views""
    at Function.render (/var/task/node_modules/express/lib/application.js:597:17)
    at ServerResponse.render (/var/task/node_modules/express/lib/response.js:1049:7)
    at /var/task/src/index.js:1701:19
    at Layer.handle_error (/var/task/node_modules/express/lib/router/layer.js:71:5)
    at trim_prefix (/var/task/node_modules/express/lib/router/index.js:326:13)
    at /var/task/node_modules/express/lib/router/index.js:286:9
    at Function.process_params (/var/task/node_modules/express/lib/router/index.js:346:12)
    at next (/var/task/node_modules/express/lib/router/index.js:280:10)
    at Layer.handle_error (/var/task/node_modules/express/lib/router/layer.js:67:12)
    at trim_prefix (/var/task/node_modules/express/lib/router/index.js:326:13)","prj_Z1tCpHe5A27W2dXsFI7ufu1huMC1"
"2025-03-27 01:20:40",1743038440948,"joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app/","GET","",-1,"qm6g2-1743038440833-b3d3ad171098","Mozilla/5.0 (Windows NT 10.0; rv:135.0) Gecko/20100101 Firefox/135.0","error","production","","MISS","lambda","/src/index.js","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","dpl_7djagCQEB9ot6dWeRbwQ9LN56ziU",-1,"iad1",-1,-1,"Server error: Error: Failed to lookup view ""index"" in views directory ""/var/task/views""
    at Function.render (/var/task/node_modules/express/lib/application.js:597:17)
    at ServerResponse.render (/var/task/node_modules/express/lib/response.js:1049:7)
    at /var/task/src/index.js:177:7
    at Layer.handle [as handle_request] (/var/task/node_modules/express/lib/router/layer.js:95:5)
    at next (/var/task/node_modules/express/lib/router/route.js:149:13)
    at Route.dispatch (/var/task/node_modules/express/lib/router/route.js:119:3)
    at Layer.handle [as handle_request] (/var/task/node_modules/express/lib/router/layer.js:95:5)
    at /var/task/node_modules/express/lib/router/index.js:284:15
    at Function.process_params (/var/task/node_modules/express/lib/router/index.js:346:12)
    at next (/var/task/node_modules/express/lib/router/index.js:280:10) {
  view: View {
    defaultEngine: 'ejs',
    ext: '.ejs',
    name: 'index',
    root: '/var/task/views',
    engine: [Function (anonymous)],
    path: undefined
  }
}","prj_Z1tCpHe5A27W2dXsFI7ufu1huMC1"
"2025-03-27 01:20:40",1743038440871,"joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app/","GET","",500,"qm6g2-1743038440833-b3d3ad171098","Mozilla/5.0 (Windows NT 10.0; rv:135.0) Gecko/20100101 Firefox/135.0","error","production","","MISS","lambda","/src/index.js","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","dpl_7djagCQEB9ot6dWeRbwQ9LN56ziU",111,"iad1",115,1769,"","prj_Z1tCpHe5A27W2dXsFI7ufu1huMC1"
"2025-03-27 01:20:28",1743038428256,"joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app/favicon.ico","GET","",-1,"rhnjc-1743038428198-dc78ef22d8ce","vercel-screenshot/1.0","error","production","","MISS","lambda","/src/index.js","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","dpl_7djagCQEB9ot6dWeRbwQ9LN56ziU",-1,"iad1",-1,-1,"Error: Failed to lookup view ""error"" in views directory ""/var/task/views""
    at Function.render (/var/task/node_modules/express/lib/application.js:597:17)
    at ServerResponse.render (/var/task/node_modules/express/lib/response.js:1049:7)
    at /var/task/src/index.js:1701:19
    at Layer.handle_error (/var/task/node_modules/express/lib/router/layer.js:71:5)
    at trim_prefix (/var/task/node_modules/express/lib/router/index.js:326:13)
    at /var/task/node_modules/express/lib/router/index.js:286:9
    at Function.process_params (/var/task/node_modules/express/lib/router/index.js:346:12)
    at IncomingMessage.next (/var/task/node_modules/express/lib/router/index.js:280:10)
    at done (/var/task/node_modules/express/lib/response.js:1044:25)
    at Function.render (/var/task/node_modules/express/lib/application.js:599:14)","prj_Z1tCpHe5A27W2dXsFI7ufu1huMC1"
"2025-03-27 01:20:28",1743038428254,"joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app/favicon.ico","GET","",-1,"rhnjc-1743038428198-dc78ef22d8ce","vercel-screenshot/1.0","error","production","","MISS","lambda","/src/index.js","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","dpl_7djagCQEB9ot6dWeRbwQ9LN56ziU",-1,"iad1",-1,-1,"Server error: Error: Failed to lookup view ""error"" in views directory ""/var/task/views""
    at Function.render (/var/task/node_modules/express/lib/application.js:597:17)
    at ServerResponse.render (/var/task/node_modules/express/lib/response.js:1049:7)
    at /var/task/src/index.js:1676:19
    at Layer.handle [as handle_request] (/var/task/node_modules/express/lib/router/layer.js:95:5)
    at trim_prefix (/var/task/node_modules/express/lib/router/index.js:328:13)
    at /var/task/node_modules/express/lib/router/index.js:286:9
    at Function.process_params (/var/task/node_modules/express/lib/router/index.js:346:12)
    at next (/var/task/node_modules/express/lib/router/index.js:280:10)
    at /var/task/src/index.js:124:3
    at Layer.handle [as handle_request] (/var/task/node_modules/express/lib/router/layer.js:95:5) {
  view: View {
    defaultEngine: 'ejs',
    ext: '.ejs',
    name: 'error',
    root: '/var/task/views',
    engine: [Function (anonymous)],
    path: undefined
  }
}","prj_Z1tCpHe5A27W2dXsFI7ufu1huMC1"
"2025-03-27 01:20:28",1743038428234,"joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app/favicon.ico","GET","",500,"rhnjc-1743038428198-dc78ef22d8ce","vercel-screenshot/1.0","error","production","","MISS","lambda","/src/index.js","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","dpl_7djagCQEB9ot6dWeRbwQ9LN56ziU",7,"iad1",138,1769,"","prj_Z1tCpHe5A27W2dXsFI7ufu1huMC1"
"2025-03-27 01:20:28",1743038428118,"joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app/","GET","",-1,"rhnjc-1743038427975-5d66a80232a3","vercel-screenshot/1.0","error","production","","MISS","lambda","/src/index.js","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","dpl_7djagCQEB9ot6dWeRbwQ9LN56ziU",-1,"iad1",-1,-1,"Error: Failed to lookup view ""error"" in views directory ""/var/task/views""
    at Function.render (/var/task/node_modules/express/lib/application.js:597:17)
    at ServerResponse.render (/var/task/node_modules/express/lib/response.js:1049:7)
    at /var/task/src/index.js:1701:19
    at Layer.handle_error (/var/task/node_modules/express/lib/router/layer.js:71:5)
    at trim_prefix (/var/task/node_modules/express/lib/router/index.js:326:13)
    at /var/task/node_modules/express/lib/router/index.js:286:9
    at Function.process_params (/var/task/node_modules/express/lib/router/index.js:346:12)
    at next (/var/task/node_modules/express/lib/router/index.js:280:10)
    at Layer.handle_error (/var/task/node_modules/express/lib/router/layer.js:67:12)
    at trim_prefix (/var/task/node_modules/express/lib/router/index.js:326:13)","prj_Z1tCpHe5A27W2dXsFI7ufu1huMC1"
"2025-03-27 01:20:28",1743038428117,"joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app/","GET","",-1,"rhnjc-1743038427975-5d66a80232a3","vercel-screenshot/1.0","error","production","","MISS","lambda","/src/index.js","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","dpl_7djagCQEB9ot6dWeRbwQ9LN56ziU",-1,"iad1",-1,-1,"Server error: Error: Failed to lookup view ""index"" in views directory ""/var/task/views""
    at Function.render (/var/task/node_modules/express/lib/application.js:597:17)
    at ServerResponse.render (/var/task/node_modules/express/lib/response.js:1049:7)
    at /var/task/src/index.js:177:7
    at Layer.handle [as handle_request] (/var/task/node_modules/express/lib/router/layer.js:95:5)
    at next (/var/task/node_modules/express/lib/router/route.js:149:13)
    at Route.dispatch (/var/task/node_modules/express/lib/router/route.js:119:3)
    at Layer.handle [as handle_request] (/var/task/node_modules/express/lib/router/layer.js:95:5)
    at /var/task/node_modules/express/lib/router/index.js:284:15
    at Function.process_params (/var/task/node_modules/express/lib/router/index.js:346:12)
    at next (/var/task/node_modules/express/lib/router/index.js:280:10) {
  view: View {
    defaultEngine: 'ejs',
    ext: '.ejs',
    name: 'index',
    root: '/var/task/views',
    engine: [Function (anonymous)],
    path: undefined
  }
}","prj_Z1tCpHe5A27W2dXsFI7ufu1huMC1"
"2025-03-27 01:20:28",1743038428102,"joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app/","GET","",500,"rhnjc-1743038427975-5d66a80232a3","vercel-screenshot/1.0","error","production","","MISS","lambda","/src/index.js","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","dpl_7djagCQEB9ot6dWeRbwQ9LN56ziU",6,"iad1",138,1769,"","prj_Z1tCpHe5A27W2dXsFI7ufu1huMC1"
"2025-03-27 01:20:27",1743038427826,"joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app/","GET","",-1,"4wwxv-1743038427773-06930c0326e8","vercel-screenshot/1.0","error","production","","MISS","lambda","/src/index.js","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","dpl_7djagCQEB9ot6dWeRbwQ9LN56ziU",-1,"iad1",-1,-1,"Error: Failed to lookup view ""error"" in views directory ""/var/task/views""
    at Function.render (/var/task/node_modules/express/lib/application.js:597:17)
    at ServerResponse.render (/var/task/node_modules/express/lib/response.js:1049:7)
    at /var/task/src/index.js:1701:19
    at Layer.handle_error (/var/task/node_modules/express/lib/router/layer.js:71:5)
    at trim_prefix (/var/task/node_modules/express/lib/router/index.js:326:13)
    at /var/task/node_modules/express/lib/router/index.js:286:9
    at Function.process_params (/var/task/node_modules/express/lib/router/index.js:346:12)
    at next (/var/task/node_modules/express/lib/router/index.js:280:10)
    at Layer.handle_error (/var/task/node_modules/express/lib/router/layer.js:67:12)
    at trim_prefix (/var/task/node_modules/express/lib/router/index.js:326:13)","prj_Z1tCpHe5A27W2dXsFI7ufu1huMC1"
"2025-03-27 01:20:27",1743038427825,"joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app/","GET","",-1,"4wwxv-1743038427773-06930c0326e8","vercel-screenshot/1.0","error","production","","MISS","lambda","/src/index.js","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","dpl_7djagCQEB9ot6dWeRbwQ9LN56ziU",-1,"iad1",-1,-1,"Server error: Error: Failed to lookup view ""index"" in views directory ""/var/task/views""
    at Function.render (/var/task/node_modules/express/lib/application.js:597:17)
    at ServerResponse.render (/var/task/node_modules/express/lib/response.js:1049:7)
    at /var/task/src/index.js:177:7
    at Layer.handle [as handle_request] (/var/task/node_modules/express/lib/router/layer.js:95:5)
    at next (/var/task/node_modules/express/lib/router/route.js:149:13)
    at Route.dispatch (/var/task/node_modules/express/lib/router/route.js:119:3)
    at Layer.handle [as handle_request] (/var/task/node_modules/express/lib/router/layer.js:95:5)
    at /var/task/node_modules/express/lib/router/index.js:284:15
    at Function.process_params (/var/task/node_modules/express/lib/router/index.js:346:12)
    at next (/var/task/node_modules/express/lib/router/index.js:280:10) {
  view: View {
    defaultEngine: 'ejs',
    ext: '.ejs',
    name: 'index',
    root: '/var/task/views',
    engine: [Function (anonymous)],
    path: undefined
  }
}","prj_Z1tCpHe5A27W2dXsFI7ufu1huMC1"
"2025-03-27 01:20:27",1743038427809,"joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app/","GET","",500,"4wwxv-1743038427773-06930c0326e8","vercel-screenshot/1.0","error","production","","MISS","lambda","/src/index.js","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","dpl_7djagCQEB9ot6dWeRbwQ9LN56ziU",6,"iad1",138,1769,"","prj_Z1tCpHe5A27W2dXsFI7ufu1huMC1"
"2025-03-27 01:20:27",1743038427242,"joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app/favicon.ico","GET","",-1,"zv4t4-1743038427165-abb267c74751","vercel-screenshot/1.0","error","production","","MISS","lambda","/src/index.js","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","dpl_7djagCQEB9ot6dWeRbwQ9LN56ziU",-1,"iad1",-1,-1,"Error: Failed to lookup view ""error"" in views directory ""/var/task/views""
    at Function.render (/var/task/node_modules/express/lib/application.js:597:17)
    at ServerResponse.render (/var/task/node_modules/express/lib/response.js:1049:7)
    at /var/task/src/index.js:1701:19
    at Layer.handle_error (/var/task/node_modules/express/lib/router/layer.js:71:5)
    at trim_prefix (/var/task/node_modules/express/lib/router/index.js:326:13)
    at /var/task/node_modules/express/lib/router/index.js:286:9
    at Function.process_params (/var/task/node_modules/express/lib/router/index.js:346:12)
    at IncomingMessage.next (/var/task/node_modules/express/lib/router/index.js:280:10)
    at done (/var/task/node_modules/express/lib/response.js:1044:25)
    at Function.render (/var/task/node_modules/express/lib/application.js:599:14)","prj_Z1tCpHe5A27W2dXsFI7ufu1huMC1"
"2025-03-27 01:20:27",1743038427218,"joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app/favicon.ico","GET","",-1,"zv4t4-1743038427165-abb267c74751","vercel-screenshot/1.0","error","production","","MISS","lambda","/src/index.js","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","joinstoria-i6f7qd2r7-storias-projects-661a5502.vercel.app","dpl_7djagCQEB9ot6dWeRbwQ9LN56ziU",-1,"iad1",-1,-1,"Server error: Error: Failed to lookup view ""error"" in views directory ""/var/task/views""
    at Function.render (/var/task/node_modules/express/lib/application.js:597:17)
    at ServerResponse.render (/var/task/node_modules/express/lib/response.js:1049:7)
    at /var/task/src/index.js:1676:19
    at Layer.handle [as handle_request] (/var/task/node_modules/express/lib/router/layer.js:95:5)
    at trim_prefix (/var/task/node_modules/express/lib/router/index.js:328:13)
    at /var/task/node_modules/express/lib/router/index.js:286:9
    at Function.process_params (/var/task/node_modules/express/lib/router/index.js:346:12)
    at next (/var/task/node_modules/express/lib/router/index.js:280:10)
    at /var/task/src/index.js:124:3
    at Layer.handle [as handle_request] (/var/task/node_modules/express/lib/router/layer.js:95:5) {
  view: View {
    defaultEngine: 'ejs',
    ext: '.ejs',
    name: 'error',
    root: '/var/task/views',
    engine: [Function (anonymous)],
    path: undefined
  }
}","prj_Z1tCpHe5A27W2dXsFI7ufu1huMC1"
